percentile_90_price,increase_count,search_url,stddev_increase,average_sqft,updated_at,average_wom,sqft_count,median_ppsf,median_price,stddev_wom,average_ppsf,stddev_decrease,stddev_price,median_wom,average_increase,median_sqft,school,average_decrease,percentile_10_price,criteria_description,sqft,bed,stddev_sqft,average_price,decrease_count,criteria,listing_count,wom_count,housing
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1000,2,507.216,1670237,638,beds:2,2664,1701,coop
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1100,2,507.216,1670237,638,beds:2,2664,1701,coop
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1200,2,507.216,1670237,638,beds:2,2664,1701,coop
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1300,2,507.216,1670237,638,beds:2,2664,1701,coop
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1400,2,507.216,1670237,638,beds:2,2664,1701,coop
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1500,2,507.216,1670237,638,beds:2,2664,1701,coop
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1600,2,507.216,1670237,638,beds:2,2664,1701,coop
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1700,2,507.216,1670237,638,beds:2,2664,1701,coop
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1800,2,507.216,1670237,638,beds:2,2664,1701,coop
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1900,2,507.216,1670237,638,beds:2,2664,1701,coop
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,2000,2,507.216,1670237,638,beds:2,2664,1701,coop
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,800,3,999.365,2829423,545,beds:3,2102,1444,coop
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,900,3,999.365,2829423,545,beds:3,2102,1444,coop
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1000,3,999.365,2829423,545,beds:3,2102,1444,coop
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1100,3,999.365,2829423,545,beds:3,2102,1444,coop
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1200,3,999.365,2829423,545,beds:3,2102,1444,coop
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1300,3,999.365,2829423,545,beds:3,2102,1444,coop
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1400,3,999.365,2829423,545,beds:3,2102,1444,coop
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1500,3,999.365,2829423,545,beds:3,2102,1444,coop
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1600,3,999.365,2829423,545,beds:3,2102,1444,coop
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1700,3,999.365,2829423,545,beds:3,2102,1444,coop
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1800,3,999.365,2829423,545,beds:3,2102,1444,coop
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1900,3,999.365,2829423,545,beds:3,2102,1444,coop
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,2000,3,999.365,2829423,545,beds:3,2102,1444,coop
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,800,1,512.641,792608,611,beds:1,2632,1653,condos
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,900,1,512.641,792608,611,beds:1,2632,1653,condos
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1000,1,512.641,792608,611,beds:1,2632,1653,condos
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1100,1,512.641,792608,611,beds:1,2632,1653,condos
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1200,1,512.641,792608,611,beds:1,2632,1653,condos
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1300,1,512.641,792608,611,beds:1,2632,1653,condos
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1400,1,512.641,792608,611,beds:1,2632,1653,condos
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1500,1,512.641,792608,611,beds:1,2632,1653,condos
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1600,1,512.641,792608,611,beds:1,2632,1653,condos
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1700,1,512.641,792608,611,beds:1,2632,1653,condos
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1800,1,512.641,792608,611,beds:1,2632,1653,condos
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1900,1,512.641,792608,611,beds:1,2632,1653,condos
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,2000,1,512.641,792608,611,beds:1,2632,1653,condos
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,800,2,507.216,1670237,638,beds:2,2664,1701,condos
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,900,2,507.216,1670237,638,beds:2,2664,1701,condos
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1000,2,507.216,1670237,638,beds:2,2664,1701,condos
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1100,2,507.216,1670237,638,beds:2,2664,1701,condos
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1200,2,507.216,1670237,638,beds:2,2664,1701,condos
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1300,2,507.216,1670237,638,beds:2,2664,1701,condos
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1400,2,507.216,1670237,638,beds:2,2664,1701,condos
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1500,2,507.216,1670237,638,beds:2,2664,1701,condos
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1600,2,507.216,1670237,638,beds:2,2664,1701,condos
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1700,2,507.216,1670237,638,beds:2,2664,1701,condos
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1800,2,507.216,1670237,638,beds:2,2664,1701,condos
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1900,2,507.216,1670237,638,beds:2,2664,1701,condos
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,2000,2,507.216,1670237,638,beds:2,2664,1701,condos
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,800,3,999.365,2829423,545,beds:3,2102,1444,condos
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,900,3,999.365,2829423,545,beds:3,2102,1444,condos
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1000,3,999.365,2829423,545,beds:3,2102,1444,condos
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1100,3,999.365,2829423,545,beds:3,2102,1444,condos
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1200,3,999.365,2829423,545,beds:3,2102,1444,condos
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1300,3,999.365,2829423,545,beds:3,2102,1444,condos
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1400,3,999.365,2829423,545,beds:3,2102,1444,condos
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1500,3,999.365,2829423,545,beds:3,2102,1444,condos
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1600,3,999.365,2829423,545,beds:3,2102,1444,condos
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1700,3,999.365,2829423,545,beds:3,2102,1444,condos
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1800,3,999.365,2829423,545,beds:3,2102,1444,condos
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,1900,3,999.365,2829423,545,beds:3,2102,1444,condos
6800000,99,http://streeteasy.com/for-sale/nyc/beds:3,732.208,2090,2015-07-15T18:16:36-04:00,36.8345,1172,1250,1150000,81.1728,1760,361.55,4068950.0,11.0,744.121,1900,ps321-brooklyn,548.44,399000,Sale listings  with 3 bedrooms  ,2000,3,999.365,2829423,545,beds:3,2102,1444,condos
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,800,1,512.641,792608,611,beds:1,2632,1653,houses
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,900,1,512.641,792608,611,beds:1,2632,1653,houses
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1000,1,512.641,792608,611,beds:1,2632,1653,houses
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1100,1,512.641,792608,611,beds:1,2632,1653,houses
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1200,1,512.641,792608,611,beds:1,2632,1653,houses
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1300,1,512.641,792608,611,beds:1,2632,1653,houses
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1400,1,512.641,792608,611,beds:1,2632,1653,houses
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1500,1,512.641,792608,611,beds:1,2632,1653,houses
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1600,1,512.641,792608,611,beds:1,2632,1653,houses
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1700,1,512.641,792608,611,beds:1,2632,1653,houses
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1800,1,512.641,792608,611,beds:1,2632,1653,houses
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,1900,1,512.641,792608,611,beds:1,2632,1653,houses
1595000,139,http://streeteasy.com/for-sale/nyc/beds:1,652.169,850,2015-07-15T17:40:30-04:00,16.5596,1541,1037,626444,28.761,1101,351.28,874872.0,9.0,659.309,785,ps321-brooklyn,506.097,165000,Sale listings  with 1 bedroom  ,2000,1,512.641,792608,611,beds:1,2632,1653,houses
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,800,2,507.216,1670237,638,beds:2,2664,1701,houses
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,900,2,507.216,1670237,638,beds:2,2664,1701,houses
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1000,2,507.216,1670237,638,beds:2,2664,1701,houses
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1100,2,507.216,1670237,638,beds:2,2664,1701,houses
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1200,2,507.216,1670237,638,beds:2,2664,1701,houses
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1300,2,507.216,1670237,638,beds:2,2664,1701,houses
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1400,2,507.216,1670237,638,beds:2,2664,1701,houses
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1500,2,507.216,1670237,638,beds:2,2664,1701,houses
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1600,2,507.216,1670237,638,beds:2,2664,1701,houses
3599999,159,http://streeteasy.com/for-sale/nyc/beds:2,668.447,1337,2015-07-15T18:07:55-04:00,20.8724,1634,1194,1058000,44.7841,1494,415.867,2037520.0,9.0,664.302,1220,ps321-brooklyn,560.523,259000,Sale listings  with 2 bedrooms  ,1700,2,507.216,1670237,638,beds:2,2664,1701,houses
